id_chantier,adresse,code_postal,latitude,longitude
116,60 rue de Vaugirard,75006,48.84862391638049,2.332132828325544
612,4 rue du Cloître Notre-Dame,75004,48.85288355010389,2.3516741574766966
875,15 rue de l'École de Médecine,75006,48.85077356605208,2.3411850785539365
175,1 rue Saint-Martin,75004,48.857044527698534,2.3489470880271837
2230,24 rue Saint-Denis,75001,48.85984628153787,2.3481887374452244
1569,8 boulevard Arago,75013,48.83643713737274,2.3500867767441016
1762,168b boulevard Saint-Germain,75006,48.85348566352321,2.3352336807702274
227,53 quai de la Tournelle,75005,48.85080908597471,2.35172178527433
128,2v place de la Porte de Saint-Cloud,75016,48.837635773214615,2.2570419630119076
302,24 rue des Archives,75004,48.858011580467156,2.3549886408223037
281,10 rue Rollin,75005,48.84474881854224,2.3508535821446377
600,301 rue Saint-Jacques,75005,48.83946745434107,2.340130173875058
2006,71 rue du Temple,75003,48.860956192463796,2.3556165057871734
954,71 rue du Temple,75003,48.860956192463796,2.3556165057871734
828,179 rue Saint-Jacques,75005,48.845401466392424,2.3430244084091485
1218,9 rue Racine,75006,48.85007494519669,2.3412013789607475
1576,11 boulevard Arago,75013,48.83617923552841,2.350590319245927
31,1 quai des Célestins,75004,48.8514170998928,2.3619704800941053
263,3 place de la Madeleine,75008,48.86947505082124,2.323380854669551
687,79 rue Galande,75005,48.8520742396422,2.3464536812639167
914,2 boulevard du Palais,75001,48.855681149022345,2.3459197554797036
1738,15 rue Saint-Antoine,75004,48.85339197705706,2.366589131908143
1575,7 boulevard Arago,75013,48.83629315207173,2.350948709948621
1287,23 rue Clovis,75005,48.84635814233922,2.347383666411878
1519,144 boulevard Saint-Germain,75006,48.85298151864604,2.3372988168860953
1894,180 rue la Fayette,75010,48.88067011739621,2.3626141483891896
2192,2 place Marcelin Berthelot,75005,48.84894292975234,2.3462524980672206
515,6 rue Thouin,75005,48.84510767673685,2.3493494687033203
2210,10 rue Saint-Dominique,75007,48.85903992979375,2.3206682090308517
1600,1 avenue des Gobelins,75013,48.83575929466472,2.3522441476999374
2200,98 boulevard Saint-Germain,75005,48.8513861008776,2.343816934293774
1224,42 avenue Reille,75014,48.82450128444902,2.337627115418006
1254,79 rue Saint-Jacques,75005,48.84941239784212,2.3449376790298055
1739,1 rue d'Ormesson,75004,48.855076021163505,2.3631341509528148
398,1 quai de la Corse,75004,48.85508652318161,2.3500011365017213
1566,4 boulevard Arago,75013,48.836546298217115,2.350430349915892
2150,2W rue de Medicis,75006,48.84751160873264,2.338563528122298
1748,1 rue Neuve Saint-Pierre,75004,48.85348662712508,2.363917685174791
396,1 rue Saint-Jacques,75005,48.85206602237972,2.3463982224208086
1963,179 rue Saint-Honoré,75001,48.864203380205524,2.3332884492243298
1420,1 rue des Patriarches,75005,48.84146983204047,2.350919533576946
1747,38 rue Saint-Paul,75004,48.85425755235495,2.3625826392750935
340,5 rue Vésale,75005,48.83811265795049,2.353139676347584
511,74 avenue Denfert-Rochereau,75014,48.83716965717097,2.3348844158488866
650,10 rue du Four,75006,48.85292124547752,2.3346866699360094
1939,83 rue Lepic,75018,48.88733842929612,2.337054197107653
1538,52 rue du Cardinal Lemoine,75005,48.84633583857093,2.3510375864843804
1978,77 rue de Vaugirard,75006,48.84635692497136,2.3247832720344213
1562,94 boulevard Raspail,75006,48.84630876358528,2.328113869728595
1877,4 boulevard du Palais,75001,48.85529411219744,2.3456153724672935
1100,218 rue de la Croix-Nivert,75015,48.83654357324055,2.289429579540562
